Value,Date,Sub-Sector,Super Region,Measure,Frequency,Region,Source,Indicator,Subject
0.17,2014-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.23,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.76,2001-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.92,2009-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
6.42,1994-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.22,1998-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.33,2017-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
1.5,2011-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
10.96,1992-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.1,2004-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.39,1998-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.41,1997-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.76,2009-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.6,1997-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.33,2017-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
1.05,2012-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.26,2016-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.9,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
6.53,1994-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.31,2016-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.49,1997-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.4,2020-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.88,2010-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.15,2005-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.39,1997-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.3,2016-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.17,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.09,2015-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.62,2006-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.14,2004-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.5,1996-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
1.09,2011-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.69,2010-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.14,2005-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
6.3,1995-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
6.5,1995-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.1,1996-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.33,2017-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.62,1999-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
8.17,1993-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.83,1999-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.4,2020-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.03,2015-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.67,2010-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.14,2005-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.65,2000-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.6,1996-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.21,2013-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.99,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.3,1999-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.32,2018-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.32,2018-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.25,2008-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.72,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
11.18,1991-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.98,1996-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.4,2020-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
1.02,2010-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.05,2000-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.01,2015-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.19,2016-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.35,2005-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.4,2020-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.33,2018-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.18,2003-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.33,2000-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
10.83,1991-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
10.56,1991-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.39,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.4,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.33,2018-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
6.44,1994-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.6,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.05,2015-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.79,2000-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.32,2019-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.06,2009-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.14,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.2,2012-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
1.37,2009-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.13,1998-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
10.66,1993-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.31,2019-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.7,2012-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.48,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.22,2013-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.83,1998-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
10.63,1991-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
7.48,1993-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.24,2013-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.89,1999-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
6.91,1994-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.4,2019-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.49,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
9.07,1993-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.3,2014-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.29,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.75,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.36,2012-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.86,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.47,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.4,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
12.02,1992-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
0.21,2013-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.51,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
-0.4,2019-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.28,2014-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
10.67,1982-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.27,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
2.62,2014-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.87,1962-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
2.43,2011-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
13.93,1982-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
6.62,1995-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.85,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
8.05,1975-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.52,2009-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
8.01,1978-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.3,1992-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.02,2004-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.59,1998-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
6.24,1997-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.36,1977-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
6.03,1972-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.9,1962-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
10.34,1985-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
2.24,2017-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
2.04,2012-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
11.99,1980-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.07,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.84,1994-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
6.56,1997-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
2.79,2010-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.3,2005-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.54,1974-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.74,1968-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
8.49,1978-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
6.6,1973-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
6.48,1971-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.97,1961-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
8.4,1990-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
1.56,2016-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
8.68,1990-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.23,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
2.19,2015-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.77,1968-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
12.87,1984-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.3,2004-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.46,2011-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.82,1967-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.89,1995-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
